id,created_at,created_at_tz,geo,place,coordinates,text,text_en,truncated,name,screen_name
1460558262135181312,2021-11-16 10:40:00,2021-11-16 11:40:00+01:00,,,," Ihre Buswerkstatt in Feldkirchen bei München und Fürth
 Wartung 
 Reparatur 
 VorOrtService  Ku "," Your bus workshop in Feldkirchen near Munich and Fürth
 Maintenance
 Repair
 On-site service Ku",True,AGK Truck & Bus GmbH,AGK_Bayern
1460565937887793152,2021-11-16 11:10:30,2021-11-16 12:10:30+01:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,False,VISION mobility,VISIONmobility1
1460588288843124736,2021-11-16 12:39:19,2021-11-16 13:39:19+01:00,,,,So 15 min auf den Bus warten ,So 15 min wait for the bus,False,Mammut69💉💉,Mammut691
1460610984561811712,2021-11-16 14:09:30,2021-11-16 15:09:30+01:00,,,,Menschen die beim Bus vorne beim Fahrer einsteigen und ihre Fahrkarte vorzeigen Weiß man da schon genaueres münchen,People who get on the bus in front of the driver and show their ticket Do you know more about it munich,False,"mal faul, mal Tier. Immer 🌈🏳️‍🌈💉💉",malfaulmaltier
1460700147055316736,2021-11-16 20:03:48,2021-11-16 21:03:48+01:00,,,,  Ui ich war bisher auf Bus aber Hurtigruten ist natürlich eine ganz tolle Idee,  Ui I was so far on bus but Hurtigruten is of course a great idea,False,berghungrig 🇪🇺,berghungrig
1460701429979566080,2021-11-16 20:08:54,2021-11-16 21:08:54+01:00,,,,Verkehrsministerin KerstinSchreyer in der 24 Rundschau zu 3G in Bus und Bahn Der Schutz der Fahrgäste im ,Transport Minister KerstinSchreyer in the 24 Rundschau on 3G in buses and trains The protection of passengers in the,True,"Staatsministerium für Wohnen, Bau und Verkehr",BauenBewegen
1460702751046917888,2021-11-16 20:14:09,2021-11-16 21:14:09+01:00,,,, Ist immer noch so Ab Bodø dann Bus , Is still so From Bodø then bus,False,berghungrig 🇪🇺,berghungrig
1460703714616950784,2021-11-16 20:17:58,2021-11-16 21:17:58+01:00,,,,   Tja Ich würde mal sagen Bus verpasst,"   Well, I'd say we missed the bus.",False,Thomas Böttiger 🏳️‍🌈,macinthemiddle
1460718090036129536,2021-11-16 21:15:06,2021-11-16 22:15:06+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,  Auswärts in Dortmund wenn dort auch 2G kommt wird es dann schon schwieriger Oder sie sch ,  Away in Dortmund if there also 2G comes it will then already more difficult Or they sch,True,Quintuple-Sandy,Robben25052013
1460720254015921920,2021-11-16 21:23:42,2021-11-16 22:23:42+01:00,,,,Verkehrsexperte zu CoronaRegeln Bus und Bahn sind ohne 3G nicht mehr nutzbar  ,Transport expert on CoronaRules Bus and train are no longer usable without 3G,False,Marko Schlichting,schlichtmedien
1460849370950156288,2021-11-17 05:56:45,2021-11-17 06:56:45+01:00,,,,Youtube warum diese Porsche356Konversion auf Elektro anders ist Warum Motortrend den LucidAir zum Auto des ,Youtube Why this Porsche356conversion to electric is different Why Motortrend named the LucidAir Car of the,True,e-engine magazin,eenginemagazin
1460890620512411648,2021-11-17 08:40:40,2021-11-17 09:40:40+01:00,,,,"3G in Bus und Bahn Ampel plant weitere Verschärfungen für Ungeimpfte

Die Bürgerrechte werden dadurch weiterhin ","3G on bus and train traffic lights plan further tightening for the unvaccinated

Civil liberties will continue to be",True,AfD Bayern im Landtag,AfD_Bayern_LT
1460896776387452928,2021-11-17 09:05:08,2021-11-17 10:05:08+01:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,False,busplaner,omnibusmagazin
1460919195462422528,2021-11-17 10:34:13,2021-11-17 11:34:13+01:00,,,,  Und Logik sagt im Auto sitze ich allein od mit 14 Personen aus gleichem Haushalt od befre ,  And logic says in the car I sit alone or with 14 people from the same household or friends.,True,Johannes Reichart,JuanReichart
1460920650218967040,2021-11-17 10:40:00,2021-11-17 11:40:00+01:00,,,,Als autorisierte Solaris Bus Werkstatt führen wir alle Wartungsarbeiten und Kundendienste für Deine Solaris Busse d ,"As an authorised Solaris bus workshop, we carry out all maintenance work and customer services for your Solaris buses d",True,AGK Truck & Bus GmbH,AGK_Bayern
1460921435552198912,2021-11-17 10:43:07,2021-11-17 11:43:07+01:00,,,, 2000     Doch klar EBusse schon Ab , 2000 But of course EBusse already Ab,True,RGB Pixl,RGBPixl
1460950806203613184,2021-11-17 12:39:50,2021-11-17 13:39:50+01:00,,,,im bus redet hier jemand so laut türkisch bro erzähl gleich dein lebenslauf,on the bus someone is talking so loud in turkish bro tell your resume right now,False,dilan,lmaodilann
1460960964610772736,2021-11-17 13:20:11,2021-11-17 14:20:11+01:00,,,, 13   Wär für irgendwann anstehenden Neubau sicherlich trotzdem sinnvol , 13 Would certainly still make sense for a new building at some point in the future.,True,Andi Barth @dahoam,Andi_Barth
1460971366937772032,2021-11-17 14:01:32,2021-11-17 15:01:32+01:00,,,,Bewerbungsgespräch Bewerberin gibt an nicht geimpft und nicht getestet zu sein braucht sie nicht weil sie ja mi ,job interview applicant states not to be vaccinated and not tested she does not need to be because she is with,True,Klaus,FKAMUC
1460990484135006208,2021-11-17 15:17:29,2021-11-17 16:17:29+01:00,,,,Ist euch das auch schon passiert ihr steigt irgendwo aus ZugSBahn aus wo ihr euch nicht auskennt und verpasst ,Has this ever happened to you? You get off the train somewhere where you don't know your way around and miss it?,True,Edmund Lauterbach,elba013
1460995609394089984,2021-11-17 15:37:51,2021-11-17 16:37:51+01:00,,,, 13 Und zwischen 2 Haltestellen muss man 4 Ampelfurten überqueren die in der für Fußgänger un , 13 And between 2 stops you have to cross 4 traffic light lanes which are in the pedestrians un,True,Velo-Ciraptor,VeloCiraptorMuc
1461042346775269120,2021-11-17 18:43:34,2021-11-17 19:43:34+01:00,,,,Wir werden weiter im Bus vom Helge bedroht,We are further threatened in the bus by the Helge,False,Jenny,jennyAntifa
1461081762810023936,2021-11-17 21:20:12,2021-11-17 22:20:12+01:00,,,, 23 Oh je du Arme Da kam gestern was bzgl der Virenlast und wo die Ansteckungsgefahr am g , 23 Oh dear you poor There was something yesterday regarding the viral load and where the risk of infection at the g,True,ᗩᑎGIᕮ ®,sweettweetangie
1461129386267185152,2021-11-18 00:29:26,2021-11-18 01:29:26+01:00,,,,Eingeschränkte Fahrzeugverfügbarkeit Dieser Zug fällt leider aus Ersatzverkehr mit Bus eingerichtet bahn ,Limited vehicle availability This train is unfortunately cancelled Substitute transport with bus set up bahn,False,DB Regio Bayern,streckenagentOB
1461220908396392448,2021-11-18 06:33:07,2021-11-18 07:33:07+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting
1461240791683194880,2021-11-18 07:52:07,2021-11-18 08:52:07+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,   QR Code am Bus und zum Event machen mit denn Corona App Wer das nutzt fahrt kostenlos mit,   QR Code on the bus and make the event with the Corona App Who uses this ride for free with,False,🌈 Happy Horror Sinclair.,PirateSoul4
1461267938346950912,2021-11-18 09:40:00,2021-11-18 10:40:00+01:00,,,,Ihr Spezialist für Busreparaturen in Bayern Mit Standorten in Feldkirchen bei München und Fürth ,Your specialist for bus repairs in Bavaria With locations in Feldkirchen near Munich and Fürth,True,AGK Truck & Bus GmbH,AGK_Bayern
1461281806712553472,2021-11-18 10:35:06,2021-11-18 11:35:06+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting
1461285718366511104,2021-11-18 10:50:39,2021-11-18 11:50:39+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,7  Ich warte nur auf den Bus,7 I'm just waiting for the bus,False,🌈 Happy Horror Sinclair.,PirateSoul4
1461347055750696704,2021-11-18 14:54:23,2021-11-18 15:54:23+01:00,,,, K1 hat im Bus nen Nazi getroffen ihn freundlich aber bestimmt des Platzes verwiesen und dafür von K2 Applaus erhalten, K1 has met a Nazi in the bus and has sent him away in a friendly but determined way and has received applause from K2 for it,False,Anton Steindl,Anton_1860
1461348384569102336,2021-11-18 14:59:40,2021-11-18 15:59:40+01:00,,,,"  Erst waren es Chips jetzt ne Bombe
Als nächstes ein Jetpack und n Bus","  First it was chips now it's a bomb
Next a jetpack and a bus",False,MűñçhńêřBůá,Fm_Maxi_92
1461364625820160000,2021-11-18 16:04:12,2021-11-18 17:04:12+01:00,,,,AmpelKoalition verschärft CoronaMaßnahmen SPD Grüne und FDP beschließen 3 G am Arbeitsplatz sowie in Bus und ,Ampel coalition tightens Corona measures SPD Greens and FDP decide 3 G at the workplace as well as in bus and,True,SZ Politik,SZ_Politik
1461395134604619520,2021-11-18 18:05:26,2021-11-18 19:05:26+01:00,,,,Der Bundestag hat es beschlossen die unionsgeführten Länder im Bundesrat sträuben sich Käme das neue Infektions ,"The Bundestag has passed the bill, but the CDU/CSU-led states in the Bundesrat (upper house of parliament) are resisting it.",True,BR24,BR24
1461397019994459904,2021-11-18 18:12:55,2021-11-18 19:12:55+01:00,,,,Heute zu Gast beim HUSSVERLAG GmbH zur Verleihung des Europäischen Transportpreis für nachhaltigkeit  in der Münc ,Today we were guests at the HUSSVERLAG GmbH for the award ceremony of the European Transport Award for Sustainability in Munich.,True,Anita Würmser,Logistik_Blog
1461437258708443136,2021-11-18 20:52:49,2021-11-18 21:52:49+01:00,,,,Corona im öffentlichen Verkehr Das ändert sich bei Bus und Bahn ,Corona in public transport What's changing on buses and trains?,False,Merkur.de,merkur_de
1461469826078154752,2021-11-18 23:02:13,2021-11-19 00:02:13+01:00,,,,17  Ich befürchte eher dass mit den jetzigen Coronazahlen der Zusatzbelastung durch 3G in BusampBahn ,17 I rather fear that with the current corona figures of the additional load of 3G in BusampBahn,True,Edmund Lauterbach,elba013
1461487052869050368,2021-11-19 00:10:41,2021-11-19 01:10:41+01:00,,,, 2G und 3G gibts in Bayern schon und hat bisher nichts gebracht 3G am Arbeitsplatz wie und wer kontr , 2G and 3G already exist in Bavaria and have so far brought nothing 3G at the workplace how and who kontr,True,nonpreoccuparti,Laf3001
1461581087612846080,2021-11-19 06:24:20,2021-11-19 07:24:20+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting
1461589506096779264,2021-11-19 06:57:47,2021-11-19 07:57:47+01:00,,,,"Da ist es wieder Das HenneEiPrinzip
WIE KOMME ICH IN DEN BUS ","There it is again The HenEgg Principle
HOW DO I GET ON THE BUS",False,Oliver🟢,OWitzig
1461590324791451648,2021-11-19 07:01:03,2021-11-19 08:01:03+01:00,,,, Olaf Scholz  der Mann für 3G im Bus und Bahn , Olaf Scholz the man for 3G on buses and trains,False,Kai Thrun🕵️‍♀️,KaiThrun
1461630326287990784,2021-11-19 09:40:00,2021-11-19 10:40:00+01:00,,,,Wir sind Ihr Kompetenzpartner in allen Fragen zu BusReparatur Lackierung und Umbau Werkstattservice und Kleinb ,"We are your competent partner for all questions regarding bus repairs, paintwork and conversions, workshop service and small buses.",True,AGK Truck & Bus GmbH,AGK_Bayern
1461645425870573568,2021-11-19 10:40:00,2021-11-19 11:40:00+01:00,,,,Zu unseren größten Kunden zählen die Stadtwerke München sowie große namenhafte Münchener Busunternehmen wie Watzin ,"Among our biggest customers are the Munich public utility company as well as large, well-known Munich bus companies such as Watzin",True,AGK Truck & Bus GmbH,AGK_Bayern
1461657204399001600,2021-11-19 11:26:48,2021-11-19 12:26:48+01:00,,,,Mit dem Bus nach Bordeaux Klassenfahrten zu CoronaZeiten ,By bus to Bordeaux Class trips to CoronaTimes,False,Merkur.de,merkur_de
1461661940862889984,2021-11-19 11:45:37,2021-11-19 12:45:37+01:00,,,, Ne aber meine AK 47 Lass ich manchmal im Bus liegen, Ne but my AK 47 I sometimes leave on the bus,False,Timo Jürgens 🏳️‍🌈🌈,Timo_Juergens
1461675504902287104,2021-11-19 12:39:31,2021-11-19 13:39:31+01:00,,,," Nicht nur du 
Außer im Zug Da ist ja klar dass die kommt

Aber in Bus Tram SBahn"," Not just you
Except on the train, of course she's coming.

But on bus, tram, subway",False,Systemfehler,Systemfehler20
1461704316318851072,2021-11-19 14:34:00,2021-11-19 15:34:00+01:00,,,,FC Bayern mit dem Bus nach Augsburg aufgebrochen  ,FC Bayern set off by bus for Augsburg,False,FC Bayern News,fcbayern_news
1461718327999574016,2021-11-19 15:29:41,2021-11-19 16:29:41+01:00,,,,Corona macht UBahn Bus und Tram pünktlicher  das sind die Gründe ,Corona makes UBahn bus and tram more punctual these are the reasons,False,Merkur.de,merkur_de
1461738760899604480,2021-11-19 16:50:53,2021-11-19 17:50:53+01:00,,,,SWB Bus und Bahn   sucht eineneine Bauüberwacher Bahnbau mwd  in Bonn Bonn jobs ,SWB Bus und Bahn is looking for a construction supervisor railway construction mwd in Bonn Bonn jobs,True,JobNinja,JobNinjaEU
1461779962323685120,2021-11-19 19:34:36,2021-11-19 20:34:36+01:00,,,," Das hast du völlig richtig gemacht
Eigentlich hättest sie noch drauf hinweisen müssen dass sie an "," You did the right thing.
Actually, you should have pointed out that she was working on",True,Franz 🎾,fms_munich
1461807763617689600,2021-11-19 21:25:04,2021-11-19 22:25:04+01:00,,,,"AudiFahrer gerät auf Gegenspur Mann 70 stirbt bei Unfall mit BusBootGespann 
Bayern  ","Audi driver gets into oncoming lane Man 70 dies in accident with bus-boat team
Bavaria",False,TAG24 NEWS München,TAG24M
1461923802246524928,2021-11-20 05:06:10,2021-11-20 06:06:10+01:00,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh,True,@bill&bob,arcismeeting
1461925698424250368,2021-11-20 05:13:42,2021-11-20 06:13:42+01:00,,,,"Heute Meeting Arcis Anonyme Alkoholiker München wie jeden Samstag um 1900 Uhr 

München Schwabing Nähe Nordbad ","Today meeting Arcis Alcoholics Anonymous Munich as every Saturday at 1900 clock

Munich Schwabing near Nordbad",True,@bill&bob,arcismeeting
1461958943215963904,2021-11-20 07:25:48,2021-11-20 08:25:48+01:00,,,,   Lasst die Gaststätten offen und nicht nur bus 22 Uhr,   Keep the pubs open and not only bus 22 clock,False,Vinzent Vegas,Vinzent_Vegas
1462002184032239616,2021-11-20 10:17:38,2021-11-20 11:17:38+01:00,,,,Weigl über Anschlag Schatz ne Bombe ,Weigl about stop treasure ne bomb,False,SPORT1,SPORT1
1462054998490198016,2021-11-20 13:47:29,2021-11-20 14:47:29+01:00,,,,Natürlich so getaktet dass Anschlussbahn und Bus sich auf die Minute verpassen ,"Of course, timed so that the connecting train and bus miss each other to the minute.",False,Der eine da,Kevin_sdrn
1462173896564743936,2021-11-20 21:39:57,2021-11-20 22:39:57+01:00,,,,"Jetzt auch auf Instagram Wo bitte gehts zum Bus
","Now also on Instagram Where please go to the bus
",False,Edmund Lauterbach,elba013
1462321121278271488,2021-11-21 07:24:58,2021-11-21 08:24:58+01:00,,,,Bitte Deswegen ist es doch rot angemalt Da muss man schon damit rechnen dass ein Bus auf dem Radstreifen fährt ,Please That's why it's painted red You have to expect a bus to drive on the bike lane,False,Daniela Becker,dansiela_b
1462323562681933824,2021-11-21 07:34:40,2021-11-21 08:34:40+01:00,,,," Gute Idee auch Splittergruppen müssen erfasst werden 
Ich denke hier in MUC wäre ein Satz Busse top "," Good idea also splinter groups must be recorded
I think here in MUC would be a set of buses top",True,truegrueni 💉💉,truegrueni
1462324634880286720,2021-11-21 07:38:56,2021-11-21 08:38:56+01:00,,,, Deine Grundidee ist auf jeden Fall korrekt neulich im tv über Bremen glaub ich die ham sich die Hots , Your basic idea is correct in any case the other day on tv about Bremen I think they got the hots,True,truegrueni 💉💉,truegrueni
1462383260424716288,2021-11-21 11:31:53,2021-11-21 12:31:53+01:00,,,," Neu auf  

In Ghost Tropic schläft eine Frau nach der Arbeit im Bus ein und muss nun von der Endhaltestell "," New on

In Ghost Tropic, a woman falls asleep on the bus after work, and now has to walk from the final stop",True,Film-Rezensionen.de,filmrezensionen
1462387817343029248,2021-11-21 11:50:00,2021-11-21 12:50:00+01:00,,,,Pandemie 3G in Bus und Bahn  Was Fahrgäste jetzt wissen müssen Covid19   via ,Pandemic 3G on buses and trains What passengers need to know now Covid19 via,False,Egbert,forch20131
1462402699945775104,2021-11-21 12:49:08,2021-11-21 13:49:08+01:00,,,,  Noise Cancelling Kopfhörer Meine besten Freunde,  Noise Cancelling Headphones My Best Friends,False,Ramona | Zockernautin,Eltragalibros
1462419271494025216,2021-11-21 13:54:59,2021-11-21 14:54:59+01:00,,"{'id': '5867d1b3eeb9a4e8', 'url': 'https://api.twitter.com/1.1/geo/id/5867d1b3eeb9a4e8.json', 'place_type': 'neighborhood', 'name': 'Pasing-Obermenzing', 'full_name': 'Pasing-Obermenzing, München', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.431733, 48.128517], [11.492077, 48.128517], [11.492077, 48.176466], [11.431733, 48.176466]]]}, 'attributes': {}}",,und wo Du schon dabei bist Sinnlos im Münchner Westen rumzufahren  dann darfst Du auch noch vor Kälte bibbernd ,and since you are already senselessly driving around in the west of Munich then you may also still be shivering from the cold.,True,Regina Koller,KollerRegina
1462436251945033728,2021-11-21 15:02:27,2021-11-21 16:02:27+01:00,,,, Dass die Verbindung Zwiesel  Spiegelau  Grafenau nicht aufgegeben wurde ist der Regentalbahn zu ver , The fact that the connection Zwiesel Spiegelau Grafenau was not abandoned is due to the Regentalbahn.,True,Nina Reitz,reitz_nina
1462456647708815104,2021-11-21 16:23:30,2021-11-21 17:23:30+01:00,,,, Was hast Du für nen Bus, What do you have for nen bus,False,Holger Wolff,HolgerWolff3
1462478004974759936,2021-11-21 17:48:22,2021-11-21 18:48:22+01:00,,,,Strengere CoronaRegeln auch in Bus Bahn und Flugzeug ,"Stricter Corona rules also on buses, trains and planes",False,Merkur.de,merkur_de
1462497075589959680,2021-11-21 19:04:09,2021-11-21 20:04:09+01:00,,,,65400282 71  Oder der Schläger war schlecht bespannt Oder der Bus hatte Verspätung Oder ,65400282 71 Or the racket was badly strung Or the bus was late Or,True,"Me, I‘m Counting",loumeimcounting
1462502070301466624,2021-11-21 19:24:00,2021-11-21 20:24:00+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,3 dreiviertel Stunden in der Kälte am Vereinsgelände des SV MünchenLaim eV auf die versprochene spontanohne Ter ,3 three-quarters of an hour in the cold at the club grounds of SV MünchenLaim eV waiting for the promised spontaneous without Ter,True,Regina Koller,KollerRegina
1462508126633172992,2021-11-21 19:48:04,2021-11-21 20:48:04+01:00,,,,3G in Bus und Bahn Was schon klar ist  und was nicht ,3G in bus and train What is already clear and what is not,False,BR24,BR24
1462552162161106688,2021-11-21 22:43:03,2021-11-21 23:43:03+01:00,,,, Nur wartest Du sicher nie auf einen Bus Nils," Only you never wait for a bus, Nils...",False,lizard_king,lizzardkiing
1462662847465504768,2021-11-22 06:02:52,2021-11-22 07:02:52+01:00,,,, 3G in Bus und Bahn schon in dieser Woche Was Fahrgäste jetzt wissen müssen  , 3G on buses and trains as early as this week What passengers need to know now,False,FOCUS Eilmeldungen,FOCUS_Eil
1462707598847889408,2021-11-22 09:00:42,2021-11-22 10:00:42+01:00,,,, Wann kann eigentlich die Mehrheit der deutschen Nutzer mit IPv4 CGN und echter IPv6 das FritzVPN nutzen D , When can actually the majority of German users with IPv4 CGN and real IPv6 use the FritzVPN D,True,Lars Duesing,lduesing
1462708743305637888,2021-11-22 09:05:14,2021-11-22 10:05:14+01:00,,,, Wer vom Land hat heute vor der Arbeit einen kilometerweiten Fußmarsch oder Radltour zum Testzentrum gem , Who from the country has today before the work a kilometer-wide foot march or Radltour to the test center gem,True,Grantler,oida_grantler
1462710292614422528,2021-11-22 09:11:24,2021-11-22 10:11:24+01:00,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh,True,@bill&bob,arcismeeting
1462717489989652480,2021-11-22 09:40:00,2021-11-22 10:40:00+01:00,,,,Der Iveco EWay ist jetzt optional auch mit neuen HochleistungsNMCBatterien NickelManganCobalt erhältlich  D ,The Iveco EWay is now optionally available with new high-performance NickelManganeseCobalt (NMC) batteries D,True,AGK Truck & Bus GmbH,AGK_Bayern
1462732589551296512,2021-11-22 10:40:00,2021-11-22 11:40:00+01:00,,,,Ihre Buswerkstatt in Feldkirchen bei München und Fürth  AGKBayern Bus Werkstatt,Your bus workshop in Feldkirchen near Munich and Fürth AGKBayern Bus Werkstatt,False,AGK Truck & Bus GmbH,AGK_Bayern
1462778133267025920,2021-11-22 13:40:58,2021-11-22 14:40:58+01:00,,,,Ne Nacht die anstrengender war als der ganze Tag davor  oder aufstehen und sich wie vom Bus gestreift fühlen,A night that was more exhausting than the whole day before or getting up and feeling like being hit by a bus.,False,jemand.,jmnnd1
